subject,space,condition,rate,metric,threshold
sub-14,DeCon,VM,69.2,TNR,20
sub-14,mni,VM,69.2,TNR,20
sub-15,DeCon,VMFB,74.1,TNR,20
sub-15,mni,VMFB,80.0,TNR,20
sub-16,DeCon,VM,75.9,TNR,20
sub-16,mni,VM,62.5,TNR,20
sub-17,DeCon,VMFB,68.2,TNR,20
sub-17,mni,VMFB,88.9,TNR,20
sub-18,DeCon,Prop,83.3,TNR,20
sub-18,mni,Prop,81.8,TNR,20
sub-19,DeCon,PropFB,64.0,TNR,20
sub-19,mni,PropFB,50.0,TNR,20
sub-27,DeCon,Prop,64.3,TNR,20
sub-27,mni,Prop,50.0,TNR,20
sub-28,DeCon,VMFB,70.8,TNR,20
sub-28,mni,VMFB,33.3,TNR,20
sub-29,DeCon,Prop,66.7,TNR,20
sub-29,DeCon,Prop,70.6,TNR,20
sub-29,mni,Prop,50.0,TNR,20
sub-29,mni,Prop,0.0,TNR,20
sub-30,DeCon,VMFB,75.0,TNR,20
sub-30,mni,VMFB,0.0,TNR,20
sub-31,DeCon,VM,81.5,TNR,20
sub-31,mni,VM,0.0,TNR,20
sub-32,DeCon,VMFB,60.0,TNR,20
sub-32,mni,VMFB,0.0,TNR,20
sub-33,DeCon,PropFB,76.5,TNR,20
sub-33,mni,PropFB,0.0,TNR,20
sub-34,DeCon,Prop,83.3,TNR,20
sub-34,mni,Prop,0.0,TNR,20
sub-35,DeCon,VMFB,29.6,TNR,20
sub-35,mni,VMFB,0.0,TNR,20
sub-36,DeCon,VM,33.3,TNR,20
sub-36,mni,VM,0.0,TNR,20
sub-37,DeCon,VMFB,78.3,TNR,20
sub-37,mni,VMFB,0.0,TNR,20
sub-38,DeCon,VM,87.0,TNR,20
sub-38,mni,VM,0.0,TNR,20
sub-39,DeCon,VMFB,57.1,TNR,20
sub-39,mni,VMFB,0.0,TNR,20
sub-40,DeCon,PropFB,61.9,TNR,20
sub-40,DeCon,PropFB,86.4,TNR,20
sub-40,mni,PropFB,0.0,TNR,20
sub-40,mni,PropFB,0.0,TNR,20
sub-42,DeCon,Prop,61.8,TNR,20
sub-42,mni,Prop,0.0,TNR,20
sub-43,DeCon,Prop,66.7,TNR,20
sub-43,mni,Prop,0.0,TNR,20
sub-44,DeCon,VMFB,78.9,TNR,20
sub-44,mni,VMFB,0.0,TNR,20
sub-49,DeCon,PropFB,91.3,TNR,20
sub-49,mni,PropFB,0.0,TNR,20
sub-52,DeCon,VM,66.7,TNR,20
sub-52,mni,VM,0.0,TNR,20
sub-54,DeCon,VM,71.1,TNR,20
sub-54,mni,VM,0.0,TNR,20
sub-58,DeCon,Prop,70.8,TNR,20
sub-58,mni,Prop,0.0,TNR,20
sub-60,DeCon,VMFB,85.7,TNR,20
sub-60,mni,VMFB,0.0,TNR,20
sub-65,DeCon,PropFB,59.3,TNR,20
sub-65,mni,PropFB,0.0,TNR,20
sub-69,DeCon,VM,81.0,TNR,20
sub-69,mni,VM,0.0,TNR,20
sub-71,DeCon,Prop,71.4,TNR,20
sub-71,mni,Prop,0.0,TNR,20
sub-73,DeCon,VM,56.0,TNR,20
sub-73,mni,VM,0.0,TNR,20
sub-74,DeCon,VM,65.5,TNR,20
sub-74,mni,VM,0.0,TNR,20
sub-75,DeCon,PropFB,80.0,TNR,20
sub-75,mni,PropFB,0.0,TNR,20
sub-76,DeCon,VMFB,75.8,TNR,20
sub-76,mni,VMFB,0.0,TNR,20
sub-77,DeCon,VM,80.0,TNR,20
sub-77,mni,VM,0.0,TNR,20
sub-01,DeCon,PropFB,78.9,TNR,30
sub-01,mni,PropFB,64.3,TNR,30
sub-10,DeCon,PropFB,28.0,TNR,30
sub-10,mni,PropFB,26.9,TNR,30
sub-11,DeCon,Prop,91.7,TNR,30
sub-11,mni,Prop,72.7,TNR,30
sub-12,DeCon,Prop,80.6,TNR,30
sub-12,mni,Prop,66.7,TNR,30
sub-13,DeCon,PropFB,48.1,TNR,30
sub-13,mni,PropFB,75.0,TNR,30
sub-14,DeCon,VM,73.1,TNR,30
sub-14,mni,VM,73.1,TNR,30
sub-15,DeCon,VMFB,77.8,TNR,30
sub-15,mni,VMFB,80.0,TNR,30
sub-16,DeCon,VM,79.3,TNR,30
sub-16,mni,VM,81.2,TNR,30
sub-17,DeCon,VMFB,68.2,TNR,30
sub-17,mni,VMFB,88.9,TNR,30
sub-18,DeCon,Prop,86.7,TNR,30
sub-18,mni,Prop,81.8,TNR,30
sub-19,DeCon,PropFB,68.0,TNR,30
sub-19,mni,PropFB,66.7,TNR,30
sub-27,DeCon,Prop,75.0,TNR,30
sub-27,mni,Prop,70.0,TNR,30
sub-28,DeCon,VMFB,79.2,TNR,30
sub-28,mni,VMFB,100.0,TNR,30
sub-29,DeCon,Prop,87.5,TNR,30
sub-29,DeCon,Prop,70.6,TNR,30
sub-29,mni,Prop,80.0,TNR,30
sub-29,mni,Prop,0.0,TNR,30
sub-30,DeCon,VMFB,78.6,TNR,30
sub-30,mni,VMFB,0.0,TNR,30
sub-31,DeCon,VM,92.6,TNR,30
sub-31,mni,VM,0.0,TNR,30
sub-32,DeCon,VMFB,60.0,TNR,30
sub-32,mni,VMFB,0.0,TNR,30
sub-33,DeCon,PropFB,76.5,TNR,30
sub-33,mni,PropFB,0.0,TNR,30
sub-34,DeCon,Prop,83.3,TNR,30
sub-34,mni,Prop,0.0,TNR,30
sub-35,DeCon,VMFB,37.0,TNR,30
sub-35,mni,VMFB,0.0,TNR,30
sub-36,DeCon,VM,33.3,TNR,30
sub-36,mni,VM,0.0,TNR,30
sub-37,DeCon,VMFB,82.6,TNR,30
sub-37,mni,VMFB,0.0,TNR,30
sub-38,DeCon,VM,87.0,TNR,30
sub-38,mni,VM,0.0,TNR,30
sub-39,DeCon,VMFB,57.1,TNR,30
sub-39,mni,VMFB,0.0,TNR,30
sub-40,DeCon,PropFB,71.4,TNR,30
sub-40,DeCon,PropFB,86.4,TNR,30
sub-40,mni,PropFB,0.0,TNR,30
sub-40,mni,PropFB,0.0,TNR,30
sub-42,DeCon,Prop,61.8,TNR,30
sub-42,mni,Prop,0.0,TNR,30
sub-43,DeCon,Prop,75.0,TNR,30
sub-43,mni,Prop,0.0,TNR,30
sub-44,DeCon,VMFB,94.7,TNR,30
sub-44,mni,VMFB,0.0,TNR,30
sub-49,DeCon,PropFB,91.3,TNR,30
sub-49,mni,PropFB,0.0,TNR,30
sub-52,DeCon,VM,91.7,TNR,30
sub-52,mni,VM,0.0,TNR,30
sub-54,DeCon,VM,73.7,TNR,30
sub-54,mni,VM,0.0,TNR,30
sub-58,DeCon,Prop,83.3,TNR,30
sub-58,mni,Prop,0.0,TNR,30
sub-60,DeCon,VMFB,85.7,TNR,30
sub-60,mni,VMFB,0.0,TNR,30
sub-65,DeCon,PropFB,59.3,TNR,30
sub-65,mni,PropFB,0.0,TNR,30
sub-69,DeCon,VM,81.0,TNR,30
sub-69,mni,VM,0.0,TNR,30
sub-71,DeCon,Prop,71.4,TNR,30
sub-71,mni,Prop,0.0,TNR,30
sub-73,DeCon,VM,60.0,TNR,30
sub-73,mni,VM,0.0,TNR,30
sub-74,DeCon,VM,65.5,TNR,30
sub-74,mni,VM,0.0,TNR,30
sub-75,DeCon,PropFB,93.3,TNR,30
sub-75,mni,PropFB,0.0,TNR,30
sub-76,DeCon,VMFB,75.8,TNR,30
sub-76,mni,VMFB,0.0,TNR,30
sub-77,DeCon,VM,90.0,TNR,30
sub-77,mni,VM,0.0,TNR,30
sub-01,DeCon,PropFB,84.2,TNR,40
sub-01,mni,PropFB,71.4,TNR,40
sub-10,DeCon,PropFB,30.0,TNR,40
sub-10,mni,PropFB,38.5,TNR,40
sub-11,DeCon,Prop,91.7,TNR,40
sub-11,mni,Prop,81.8,TNR,40
sub-12,DeCon,Prop,83.9,TNR,40
sub-12,mni,Prop,75.0,TNR,40
sub-13,DeCon,PropFB,48.1,TNR,40
sub-13,mni,PropFB,75.0,TNR,40
sub-14,DeCon,VM,73.1,TNR,40
sub-14,mni,VM,73.1,TNR,40
sub-15,DeCon,VMFB,77.8,TNR,40
sub-15,mni,VMFB,80.0,TNR,40
sub-16,DeCon,VM,86.2,TNR,40
sub-16,mni,VM,87.5,TNR,40
sub-17,DeCon,VMFB,77.3,TNR,40
sub-17,mni,VMFB,100.0,TNR,40
sub-18,DeCon,Prop,86.7,TNR,40
sub-18,mni,Prop,81.8,TNR,40
sub-19,DeCon,PropFB,80.0,TNR,40
sub-19,mni,PropFB,66.7,TNR,40
sub-27,DeCon,Prop,75.0,TNR,40
sub-27,mni,Prop,70.0,TNR,40
sub-28,DeCon,VMFB,83.3,TNR,40
sub-28,mni,VMFB,100.0,TNR,40
sub-29,DeCon,Prop,87.5,TNR,40
sub-29,DeCon,Prop,70.6,TNR,40
sub-29,mni,Prop,80.0,TNR,40
sub-29,mni,Prop,0.0,TNR,40
sub-30,DeCon,VMFB,82.1,TNR,40
sub-30,mni,VMFB,0.0,TNR,40
sub-31,DeCon,VM,96.3,TNR,40
sub-31,mni,VM,0.0,TNR,40
sub-32,DeCon,VMFB,70.0,TNR,40
sub-32,mni,VMFB,0.0,TNR,40
sub-33,DeCon,PropFB,88.2,TNR,40
sub-33,mni,PropFB,0.0,TNR,40
sub-34,DeCon,Prop,83.3,TNR,40
sub-34,mni,Prop,0.0,TNR,40
sub-35,DeCon,VMFB,40.7,TNR,40
sub-35,mni,VMFB,0.0,TNR,40
sub-36,DeCon,VM,37.5,TNR,40
sub-36,mni,VM,0.0,TNR,40
sub-37,DeCon,VMFB,87.0,TNR,40
sub-37,mni,VMFB,0.0,TNR,40
sub-38,DeCon,VM,87.0,TNR,40
sub-38,mni,VM,0.0,TNR,40
sub-39,DeCon,VMFB,64.3,TNR,40
sub-39,mni,VMFB,0.0,TNR,40
sub-40,DeCon,PropFB,71.4,TNR,40
sub-40,DeCon,PropFB,90.9,TNR,40
sub-40,mni,PropFB,0.0,TNR,40
sub-40,mni,PropFB,0.0,TNR,40
sub-42,DeCon,Prop,61.8,TNR,40
sub-42,mni,Prop,0.0,TNR,40
sub-43,DeCon,Prop,75.0,TNR,40
sub-43,mni,Prop,0.0,TNR,40
sub-44,DeCon,VMFB,100.0,TNR,40
sub-44,mni,VMFB,0.0,TNR,40
sub-49,DeCon,PropFB,91.3,TNR,40
sub-49,mni,PropFB,0.0,TNR,40
sub-52,DeCon,VM,91.7,TNR,40
sub-52,mni,VM,0.0,TNR,40
sub-54,DeCon,VM,81.6,TNR,40
sub-54,mni,VM,0.0,TNR,40
sub-58,DeCon,Prop,83.3,TNR,40
sub-58,mni,Prop,0.0,TNR,40
sub-60,DeCon,VMFB,85.7,TNR,40
sub-60,mni,VMFB,0.0,TNR,40
sub-65,DeCon,PropFB,63.0,TNR,40
sub-65,mni,PropFB,0.0,TNR,40
sub-69,DeCon,VM,81.0,TNR,40
sub-69,mni,VM,0.0,TNR,40
sub-71,DeCon,Prop,71.4,TNR,40
sub-71,mni,Prop,0.0,TNR,40
sub-73,DeCon,VM,64.0,TNR,40
sub-73,mni,VM,0.0,TNR,40
sub-74,DeCon,VM,75.9,TNR,40
sub-74,mni,VM,0.0,TNR,40
sub-75,DeCon,PropFB,100.0,TNR,40
sub-75,mni,PropFB,0.0,TNR,40
sub-76,DeCon,VMFB,78.8,TNR,40
sub-76,mni,VMFB,0.0,TNR,40
sub-77,DeCon,VM,90.0,TNR,40
sub-77,mni,VM,0.0,TNR,40
sub-01,DeCon,PropFB,89.5,TNR,50
sub-01,mni,PropFB,85.7,TNR,50
sub-10,DeCon,PropFB,32.0,TNR,50
sub-10,mni,PropFB,38.5,TNR,50
sub-11,DeCon,Prop,95.8,TNR,50
sub-11,mni,Prop,81.8,TNR,50
sub-12,DeCon,Prop,87.1,TNR,50
sub-12,mni,Prop,75.0,TNR,50
sub-13,DeCon,PropFB,51.9,TNR,50
sub-13,mni,PropFB,75.0,TNR,50
sub-14,DeCon,VM,73.1,TNR,50
sub-14,mni,VM,73.1,TNR,50
sub-15,DeCon,VMFB,77.8,TNR,50
sub-15,mni,VMFB,80.0,TNR,50
sub-16,DeCon,VM,93.1,TNR,50
sub-16,mni,VM,87.5,TNR,50
sub-17,DeCon,VMFB,86.4,TNR,50
sub-17,mni,VMFB,100.0,TNR,50
sub-18,DeCon,Prop,90.0,TNR,50
sub-18,mni,Prop,81.8,TNR,50
sub-19,DeCon,PropFB,84.0,TNR,50
sub-19,mni,PropFB,66.7,TNR,50
sub-27,DeCon,Prop,78.6,TNR,50
sub-27,mni,Prop,80.0,TNR,50
sub-28,DeCon,VMFB,83.3,TNR,50
sub-28,mni,VMFB,100.0,TNR,50
sub-29,DeCon,Prop,87.5,TNR,50
sub-29,DeCon,Prop,82.4,TNR,50
sub-29,mni,Prop,80.0,TNR,50
sub-29,mni,Prop,0.0,TNR,50
sub-30,DeCon,VMFB,82.1,TNR,50
sub-30,mni,VMFB,0.0,TNR,50
sub-31,DeCon,VM,96.3,TNR,50
sub-31,mni,VM,0.0,TNR,50
sub-32,DeCon,VMFB,75.0,TNR,50
sub-32,mni,VMFB,0.0,TNR,50
sub-33,DeCon,PropFB,94.1,TNR,50
sub-33,mni,PropFB,0.0,TNR,50
sub-34,DeCon,Prop,83.3,TNR,50
sub-34,mni,Prop,0.0,TNR,50
sub-35,DeCon,VMFB,51.9,TNR,50
sub-35,mni,VMFB,0.0,TNR,50
sub-36,DeCon,VM,37.5,TNR,50
sub-36,mni,VM,0.0,TNR,50
sub-37,DeCon,VMFB,91.3,TNR,50
sub-37,mni,VMFB,0.0,TNR,50
sub-38,DeCon,VM,87.0,TNR,50
sub-38,mni,VM,0.0,TNR,50
sub-39,DeCon,VMFB,71.4,TNR,50
sub-39,mni,VMFB,0.0,TNR,50
sub-40,DeCon,PropFB,71.4,TNR,50
sub-40,DeCon,PropFB,90.9,TNR,50
sub-40,mni,PropFB,0.0,TNR,50
sub-40,mni,PropFB,0.0,TNR,50
sub-42,DeCon,Prop,61.8,TNR,50
sub-42,mni,Prop,0.0,TNR,50
sub-43,DeCon,Prop,79.2,TNR,50
sub-43,mni,Prop,0.0,TNR,50
sub-44,DeCon,VMFB,100.0,TNR,50
sub-44,mni,VMFB,0.0,TNR,50
sub-49,DeCon,PropFB,100.0,TNR,50
sub-49,mni,PropFB,0.0,TNR,50
sub-52,DeCon,VM,91.7,TNR,50
sub-52,mni,VM,0.0,TNR,50
sub-54,DeCon,VM,84.2,TNR,50
sub-54,mni,VM,0.0,TNR,50
sub-58,DeCon,Prop,83.3,TNR,50
sub-58,mni,Prop,0.0,TNR,50
sub-60,DeCon,VMFB,92.9,TNR,50
sub-60,mni,VMFB,0.0,TNR,50
sub-65,DeCon,PropFB,70.4,TNR,50
sub-65,mni,PropFB,0.0,TNR,50
sub-69,DeCon,VM,81.0,TNR,50
sub-69,mni,VM,0.0,TNR,50
sub-71,DeCon,Prop,78.6,TNR,50
sub-71,mni,Prop,0.0,TNR,50
sub-73,DeCon,VM,64.0,TNR,50
sub-73,mni,VM,0.0,TNR,50
sub-74,DeCon,VM,86.2,TNR,50
sub-74,mni,VM,0.0,TNR,50
sub-75,DeCon,PropFB,100.0,TNR,50
sub-75,mni,PropFB,0.0,TNR,50
sub-76,DeCon,VMFB,93.9,TNR,50
sub-76,mni,VMFB,0.0,TNR,50
sub-77,DeCon,VM,90.0,TNR,50
sub-77,mni,VM,0.0,TNR,50
sub-01,DeCon,PropFB,89.475,weighted_average,1
sub-01,mni,PropFB,75.0,weighted_average,1
sub-10,DeCon,PropFB,78.5,weighted_average,1
sub-10,mni,PropFB,76.925,weighted_average,1
sub-11,DeCon,Prop,86.07499999999999,weighted_average,1
sub-11,mni,Prop,81.85,weighted_average,1
sub-12,DeCon,Prop,87.1,weighted_average,1
sub-12,mni,Prop,80.19999999999999,weighted_average,1
sub-13,DeCon,PropFB,81.89999999999999,weighted_average,1
