subject,space,condition,rate,metric,threshold
sub-33,mni,PropFB,75.0,weighted_average,30
sub-34,DeCon,Prop,94.7,weighted_average,30
sub-34,mni,Prop,75.0,weighted_average,30
sub-35,DeCon,VMFB,79.0,weighted_average,30
sub-35,mni,VMFB,75.0,weighted_average,30
sub-36,DeCon,VM,80.62500000000001,weighted_average,30
sub-36,mni,VM,75.0,weighted_average,30
sub-37,DeCon,VMFB,94.225,weighted_average,30
sub-37,mni,VMFB,75.0,weighted_average,30
sub-38,DeCon,VM,95.25,weighted_average,30
sub-38,mni,VM,75.0,weighted_average,30
sub-39,DeCon,VMFB,86.95000000000002,weighted_average,30
sub-39,mni,VMFB,75.0,weighted_average,30
sub-40,DeCon,PropFB,92.85,weighted_average,30
sub-40,DeCon,PropFB,92.54999999999998,weighted_average,30
sub-40,mni,PropFB,75.0,weighted_average,30
sub-40,mni,PropFB,75.0,weighted_average,30
sub-42,DeCon,Prop,88.87500000000001,weighted_average,30
sub-42,mni,Prop,75.0,weighted_average,30
sub-43,DeCon,Prop,93.75,weighted_average,30
sub-43,mni,Prop,75.0,weighted_average,30
sub-44,DeCon,VMFB,96.275,weighted_average,30
sub-44,mni,VMFB,75.0,weighted_average,30
sub-49,DeCon,PropFB,93.4,weighted_average,30
sub-49,mni,PropFB,75.0,weighted_average,30
sub-52,DeCon,VM,96.575,weighted_average,30
sub-52,mni,VM,75.0,weighted_average,30
sub-54,DeCon,VM,91.25,weighted_average,30
sub-54,mni,VM,75.0,weighted_average,30
sub-58,DeCon,Prop,95.825,weighted_average,30
sub-58,mni,Prop,75.0,weighted_average,30
sub-60,DeCon,VMFB,92.45,weighted_average,30
sub-60,mni,VMFB,75.0,weighted_average,30
sub-65,DeCon,PropFB,89.825,weighted_average,30
sub-65,mni,PropFB,75.0,weighted_average,30
sub-69,DeCon,VM,93.975,weighted_average,30
sub-69,mni,VM,75.0,weighted_average,30
sub-71,DeCon,Prop,91.725,weighted_average,30
sub-71,mni,Prop,75.0,weighted_average,30
sub-73,DeCon,VM,88.57499999999999,weighted_average,30
sub-73,mni,VM,75.0,weighted_average,30
sub-74,DeCon,VM,90.025,weighted_average,30
sub-74,mni,VM,75.0,weighted_average,30
sub-75,DeCon,PropFB,98.325,weighted_average,30
sub-75,mni,PropFB,75.0,weighted_average,30
sub-76,DeCon,VMFB,90.875,weighted_average,30
sub-76,mni,VMFB,75.0,weighted_average,30
sub-77,DeCon,VM,96.225,weighted_average,30
sub-77,mni,VM,75.0,weighted_average,30
sub-01,DeCon,PropFB,88.99999999999999,weighted_average,40
sub-01,mni,PropFB,92.85,weighted_average,40
sub-10,DeCon,PropFB,80.17500000000001,weighted_average,40
sub-10,mni,PropFB,83.275,weighted_average,40
sub-11,DeCon,Prop,93.725,weighted_average,40
sub-11,mni,Prop,88.7,weighted_average,40
sub-12,DeCon,Prop,91.625,weighted_average,40
sub-12,mni,Prop,74.69999999999999,weighted_average,40
sub-13,DeCon,PropFB,85.6,weighted_average,40
sub-13,mni,PropFB,89.775,weighted_average,40
sub-14,DeCon,VM,90.57500000000002,weighted_average,40
sub-14,mni,VM,84.05000000000001,weighted_average,40
sub-15,DeCon,VMFB,91.75,weighted_average,40
sub-15,mni,VMFB,82.475,weighted_average,40
sub-16,DeCon,VM,91.0,weighted_average,40
sub-16,mni,VM,91.25,weighted_average,40
sub-17,DeCon,VMFB,87.95,weighted_average,40
sub-17,mni,VMFB,97.9,weighted_average,40
sub-18,DeCon,Prop,90.675,weighted_average,40
sub-18,mni,Prop,83.52499999999999,weighted_average,40
sub-19,DeCon,PropFB,93.65,weighted_average,40
sub-19,mni,PropFB,90.625,weighted_average,40
sub-27,DeCon,Prop,89.17500000000001,weighted_average,40
sub-27,mni,Prop,85.75,weighted_average,40
sub-28,DeCon,VMFB,90.2,weighted_average,40
sub-28,mni,VMFB,90.85,weighted_average,40
sub-29,DeCon,Prop,95.525,weighted_average,40
sub-29,DeCon,Prop,87.625,weighted_average,40
sub-29,mni,Prop,91.775,weighted_average,40
sub-29,mni,Prop,75.0,weighted_average,40
sub-30,DeCon,VMFB,85.25,weighted_average,40
sub-30,mni,VMFB,75.0,weighted_average,40
sub-31,DeCon,VM,87.75,weighted_average,40
sub-31,mni,VM,75.0,weighted_average,40
sub-32,DeCon,VMFB,88.67500000000001,weighted_average,40
sub-32,mni,VMFB,75.0,weighted_average,40
sub-33,DeCon,PropFB,91.275,weighted_average,40
sub-33,mni,PropFB,75.0,weighted_average,40
sub-34,DeCon,Prop,93.575,weighted_average,40
sub-34,mni,Prop,75.0,weighted_average,40
sub-35,DeCon,VMFB,79.925,weighted_average,40
sub-35,mni,VMFB,75.0,weighted_average,40
sub-36,DeCon,VM,80.32499999999999,weighted_average,40
sub-36,mni,VM,75.0,weighted_average,40
sub-37,DeCon,VMFB,93.9,weighted_average,40
sub-37,mni,VMFB,75.0,weighted_average,40
sub-38,DeCon,VM,93.825,weighted_average,40
sub-38,mni,VM,75.0,weighted_average,40
sub-39,DeCon,VMFB,88.75000000000001,weighted_average,40
sub-39,mni,VMFB,75.0,weighted_average,40
sub-40,DeCon,PropFB,92.85,weighted_average,40
sub-40,DeCon,PropFB,92.4,weighted_average,40
sub-40,mni,PropFB,75.0,weighted_average,40
sub-40,mni,PropFB,75.0,weighted_average,40
sub-42,DeCon,Prop,87.3,weighted_average,40
sub-42,mni,Prop,75.0,weighted_average,40
sub-43,DeCon,Prop,93.75,weighted_average,40
sub-43,mni,Prop,75.0,weighted_average,40
sub-44,DeCon,VMFB,96.4,weighted_average,40
sub-44,mni,VMFB,75.0,weighted_average,40
sub-49,DeCon,PropFB,90.475,weighted_average,40
sub-49,mni,PropFB,75.0,weighted_average,40
sub-52,DeCon,VM,96.575,weighted_average,40
sub-52,mni,VM,75.0,weighted_average,40
sub-54,DeCon,VM,90.975,weighted_average,40
sub-54,mni,VM,75.0,weighted_average,40
sub-58,DeCon,Prop,94.25,weighted_average,40
sub-58,mni,Prop,75.0,weighted_average,40
sub-60,DeCon,VMFB,88.55,weighted_average,40
sub-60,mni,VMFB,75.0,weighted_average,40
sub-65,DeCon,PropFB,89.4,weighted_average,40
sub-65,mni,PropFB,75.0,weighted_average,40
sub-69,DeCon,VM,93.975,weighted_average,40
sub-69,mni,VM,75.0,weighted_average,40
sub-71,DeCon,Prop,90.525,weighted_average,40
sub-71,mni,Prop,75.0,weighted_average,40
sub-73,DeCon,VM,86.725,weighted_average,40
sub-73,mni,VM,75.0,weighted_average,40
sub-74,DeCon,VM,89.92499999999998,weighted_average,40
sub-74,mni,VM,75.0,weighted_average,40
sub-75,DeCon,PropFB,100.0,weighted_average,40
sub-75,mni,PropFB,75.0,weighted_average,40
sub-76,DeCon,VMFB,91.625,weighted_average,40
sub-76,mni,VMFB,75.0,weighted_average,40
sub-77,DeCon,VM,96.225,weighted_average,40
sub-77,mni,VM,75.0,weighted_average,40
sub-01,DeCon,PropFB,79.82499999999999,weighted_average,50
sub-01,mni,PropFB,96.425,weighted_average,50
sub-10,DeCon,PropFB,78.35,weighted_average,50
sub-10,mni,PropFB,83.275,weighted_average,50
sub-11,DeCon,Prop,91.975,weighted_average,50
sub-11,mni,Prop,87.64999999999999,weighted_average,50
sub-12,DeCon,Prop,88.15,weighted_average,50
sub-12,mni,Prop,73.65,weighted_average,50
sub-13,DeCon,PropFB,85.125,weighted_average,50
sub-13,mni,PropFB,89.775,weighted_average,50
sub-14,DeCon,VM,89.15,weighted_average,50
sub-14,mni,VM,82.17500000000001,weighted_average,50
sub-15,DeCon,VMFB,91.75,weighted_average,50
sub-15,mni,VMFB,82.475,weighted_average,50
sub-16,DeCon,VM,88.525,weighted_average,50
sub-16,mni,VM,87.94999999999999,weighted_average,50
sub-17,DeCon,VMFB,81.375,weighted_average,50
sub-17,mni,VMFB,95.8,weighted_average,50
sub-18,DeCon,Prop,91.5,weighted_average,50
sub-18,mni,Prop,83.52499999999999,weighted_average,50
sub-19,DeCon,PropFB,93.3,weighted_average,50
sub-19,mni,PropFB,87.325,weighted_average,50
sub-27,DeCon,Prop,90.07500000000002,weighted_average,50
sub-27,mni,Prop,88.25,weighted_average,50
sub-28,DeCon,VMFB,88.77499999999999,weighted_average,50
sub-28,mni,VMFB,90.85,weighted_average,50
sub-29,DeCon,Prop,94.175,weighted_average,50
sub-29,DeCon,Prop,89.375,weighted_average,50
sub-29,mni,Prop,90.65,weighted_average,50
sub-29,mni,Prop,75.0,weighted_average,50
sub-30,DeCon,VMFB,85.25,weighted_average,50
sub-30,mni,VMFB,75.0,weighted_average,50
sub-31,DeCon,VM,86.325,weighted_average,50
sub-31,mni,VM,75.0,weighted_average,50
sub-32,DeCon,VMFB,88.65,weighted_average,50
sub-32,mni,VMFB,75.0,weighted_average,50
sub-33,DeCon,PropFB,81.2,weighted_average,50
sub-33,mni,PropFB,75.0,weighted_average,50
sub-34,DeCon,Prop,91.325,weighted_average,50
sub-34,mni,Prop,75.0,weighted_average,50
sub-35,DeCon,VMFB,81.0,weighted_average,50
sub-35,mni,VMFB,75.0,weighted_average,50
sub-36,DeCon,VM,80.32499999999999,weighted_average,50
sub-36,mni,VM,75.0,weighted_average,50
sub-37,DeCon,VMFB,93.55,weighted_average,50
sub-37,mni,VMFB,75.0,weighted_average,50
sub-38,DeCon,VM,92.325,weighted_average,50
sub-38,mni,VM,75.0,weighted_average,50
sub-39,DeCon,VMFB,89.32499999999999,weighted_average,50
sub-39,mni,VMFB,75.0,weighted_average,50
sub-40,DeCon,PropFB,91.5,weighted_average,50
sub-40,DeCon,PropFB,89.69999999999999,weighted_average,50
sub-40,mni,PropFB,75.0,weighted_average,50
sub-40,mni,PropFB,75.0,weighted_average,50
sub-42,DeCon,Prop,87.3,weighted_average,50
sub-42,mni,Prop,75.0,weighted_average,50
sub-43,DeCon,Prop,93.375,weighted_average,50
sub-43,mni,Prop,75.0,weighted_average,50
sub-44,DeCon,VMFB,95.125,weighted_average,50
sub-44,mni,VMFB,75.0,weighted_average,50
sub-49,DeCon,PropFB,91.15,weighted_average,50
sub-49,mni,PropFB,75.0,weighted_average,50
sub-52,DeCon,VM,95.225,weighted_average,50
sub-52,mni,VM,75.0,weighted_average,50
sub-54,DeCon,VM,91.625,weighted_average,50
sub-54,mni,VM,75.0,weighted_average,50
sub-58,DeCon,Prop,94.25,weighted_average,50
sub-58,mni,Prop,75.0,weighted_average,50
sub-60,DeCon,VMFB,86.375,weighted_average,50
sub-60,mni,VMFB,75.0,weighted_average,50
sub-65,DeCon,PropFB,89.9,weighted_average,50
sub-65,mni,PropFB,75.0,weighted_average,50
sub-69,DeCon,VM,91.425,weighted_average,50
sub-69,mni,VM,75.0,weighted_average,50
sub-71,DeCon,Prop,91.20000000000002,weighted_average,50
sub-71,mni,Prop,75.0,weighted_average,50
sub-73,DeCon,VM,86.725,weighted_average,50
sub-73,mni,VM,75.0,weighted_average,50
sub-74,DeCon,VM,92.5,weighted_average,50
sub-74,mni,VM,75.0,weighted_average,50
sub-75,DeCon,PropFB,98.725,weighted_average,50
sub-75,mni,PropFB,75.0,weighted_average,50
sub-76,DeCon,VMFB,95.4,weighted_average,50
sub-76,mni,VMFB,75.0,weighted_average,50
sub-77,DeCon,VM,96.225,weighted_average,50
sub-77,mni,VM,75.0,weighted_average,50
sub-01,DeCon,PropFB,89.475,weighted_average,1
sub-01,mni,PropFB,75.0,weighted_average,1
sub-10,DeCon,PropFB,78.5,weighted_average,1
sub-10,mni,PropFB,76.925,weighted_average,1
sub-11,DeCon,Prop,86.07499999999999,weighted_average,1
sub-11,mni,Prop,81.85,weighted_average,1
sub-12,DeCon,Prop,87.1,weighted_average,1
sub-12,mni,Prop,80.19999999999999,weighted_average,1
sub-13,DeCon,PropFB,81.89999999999999,weighted_average,1
sub-13,mni,PropFB,75.0,weighted_average,1
sub-14,DeCon,VM,81.725,weighted_average,1
sub-14,mni,VM,78.04999999999998,weighted_average,1
sub-15,DeCon,VMFB,86.1,weighted_average,1
sub-15,mni,VMFB,87.15,weighted_average,1
sub-16,DeCon,VM,83.04999999999998,weighted_average,1
sub-16,mni,VM,77.45,weighted_average,1
sub-17,DeCon,VMFB,85.225,weighted_average,1
sub-17,mni,VMFB,82.27499999999999,weighted_average,1
sub-18,DeCon,Prop,87.675,weighted_average,1
sub-18,mni,Prop,83.04999999999998,weighted_average,1
sub-19,DeCon,PropFB,85.0,weighted_average,1
sub-19,mni,PropFB,77.075,weighted_average,1
sub-27,DeCon,Prop,86.6,weighted_average,1
sub-27,mni,Prop,77.5,weighted_average,1
sub-28,DeCon,VMFB,85.425,weighted_average,1
sub-28,mni,VMFB,71.92500000000001,weighted_average,1
sub-29,DeCon,Prop,85.425,weighted_average,1
sub-29,DeCon,Prop,85.3,weighted_average,1
sub-29,mni,Prop,82.5,weighted_average,1
sub-29,mni,Prop,75.0,weighted_average,1
sub-30,DeCon,VMFB,84.825,weighted_average,1
sub-30,mni,VMFB,75.0,weighted_average,1
sub-31,DeCon,VM,85.125,weighted_average,1
sub-31,mni,VM,75.0,weighted_average,1
sub-32,DeCon,VMFB,83.75,weighted_average,1
sub-32,mni,VMFB,75.0,weighted_average,1
sub-33,DeCon,PropFB,77.95,weighted_average,1
sub-33,mni,PropFB,75.0,weighted_average,1
sub-34,DeCon,Prop,85.425,weighted_average,1
sub-34,mni,Prop,75.0,weighted_average,1
sub-35,DeCon,VMFB,78.7,weighted_average,1
sub-35,mni,VMFB,75.0,weighted_average,1
sub-36,DeCon,VM,80.2,weighted_average,1
sub-36,mni,VM,75.0,weighted_average,1
sub-37,DeCon,VMFB,90.225,weighted_average,1
sub-37,mni,VMFB,75.0,weighted_average,1
sub-38,DeCon,VM,88.05,weighted_average,1
sub-38,mni,VM,75.0,weighted_average,1
sub-39,DeCon,VMFB,85.725,weighted_average,1
sub-39,mni,VMFB,75.0,weighted_average,1
sub-40,DeCon,PropFB,82.15,weighted_average,1
sub-40,DeCon,PropFB,86.15,weighted_average,1
sub-40,mni,PropFB,75.0,weighted_average,1
sub-40,mni,PropFB,75.0,weighted_average,1
sub-42,DeCon,Prop,84.55,weighted_average,1
sub-42,mni,Prop,75.0,weighted_average,1
sub-43,DeCon,Prop,81.25,weighted_average,1
sub-43,mni,Prop,75.0,weighted_average,1
sub-44,DeCon,VMFB,85.525,weighted_average,1
sub-44,mni,VMFB,75.0,weighted_average,1
sub-49,DeCon,PropFB,89.125,weighted_average,1
sub-49,mni,PropFB,75.0,weighted_average,1
sub-52,DeCon,VM,83.325,weighted_average,1
sub-52,mni,VM,75.0,weighted_average,1
sub-54,DeCon,VM,85.525,weighted_average,1
sub-54,mni,VM,75.0,weighted_average,1
sub-58,DeCon,Prop,86.45,weighted_average,1
sub-58,mni,Prop,75.0,weighted_average,1
sub-60,DeCon,VMFB,82.15,weighted_average,1
sub-60,mni,VMFB,75.0,weighted_average,1
sub-65,DeCon,PropFB,87.025,weighted_average,1
sub-65,mni,PropFB,75.0,weighted_average,1
sub-69,DeCon,VM,88.1,weighted_average,1
sub-69,mni,VM,75.0,weighted_average,1
sub-71,DeCon,Prop,85.725,weighted_average,1
sub-71,mni,Prop,75.0,weighted_average,1
sub-73,DeCon,VM,83.0,weighted_average,1
sub-73,mni,VM,75.0,weighted_average,1
sub-74,DeCon,VM,87.075,weighted_average,1
sub-74,mni,VM,75.0,weighted_average,1
sub-75,DeCon,PropFB,86.675,weighted_average,1
sub-75,mni,PropFB,75.0,weighted_average,1
sub-76,DeCon,VMFB,84.85,weighted_average,1
sub-76,mni,VMFB,75.0,weighted_average,1
sub-77,DeCon,VM,88.75,weighted_average,1
sub-77,mni,VM,75.0,weighted_average,1
sub-01,DeCon,PropFB,90.8,weighted_average,2
sub-01,mni,PropFB,76.775,weighted_average,2
sub-10,DeCon,PropFB,79.5,weighted_average,2
sub-10,mni,PropFB,77.875,weighted_average,2
sub-11,DeCon,Prop,88.14999999999999,weighted_average,2
sub-11,mni,Prop,81.85,weighted_average,2
sub-12,DeCon,Prop,88.7,weighted_average,2
sub-12,mni,Prop,81.22500000000001,weighted_average,2
sub-13,DeCon,PropFB,83.74999999999999,weighted_average,2
sub-13,mni,PropFB,81.25,weighted_average,2
sub-14,DeCon,VM,85.575,weighted_average,2
sub-14,mni,VM,81.89999999999999,weighted_average,2
sub-15,DeCon,VMFB,87.025,weighted_average,2
sub-15,mni,VMFB,87.15,weighted_average,2
sub-16,DeCon,VM,84.77499999999999,weighted_average,2
sub-16,mni,VM,77.45,weighted_average,2
sub-17,DeCon,VMFB,85.1,weighted_average,2
sub-17,mni,VMFB,85.04999999999998,weighted_average,2
sub-18,DeCon,Prop,89.5,weighted_average,2
sub-18,mni,Prop,81.92499999999998,weighted_average,2
sub-19,DeCon,PropFB,87.0,weighted_average,2
sub-19,mni,PropFB,79.175,weighted_average,2
sub-27,DeCon,Prop,86.6,weighted_average,2
sub-27,mni,Prop,77.5,weighted_average,2
sub-28,DeCon,VMFB,83.99999999999999,weighted_average,2
sub-28,mni,VMFB,71.92500000000001,weighted_average,2
sub-29,DeCon,Prop,85.425,weighted_average,2
sub-29,DeCon,Prop,85.3,weighted_average,2
sub-29,mni,Prop,82.5,weighted_average,2
sub-29,mni,Prop,75.0,weighted_average,2
sub-30,DeCon,VMFB,84.825,weighted_average,2
sub-30,mni,VMFB,75.0,weighted_average,2
sub-31,DeCon,VM,88.32499999999999,weighted_average,2
sub-31,mni,VM,75.0,weighted_average,2
sub-32,DeCon,VMFB,85.0,weighted_average,2
sub-32,mni,VMFB,75.0,weighted_average,2
sub-33,DeCon,PropFB,76.57499999999999,weighted_average,2
sub-33,mni,PropFB,75.0,weighted_average,2
sub-34,DeCon,Prop,87.5,weighted_average,2
sub-34,mni,Prop,75.0,weighted_average,2
sub-35,DeCon,VMFB,79.625,weighted_average,2
sub-35,mni,VMFB,75.0,weighted_average,2
sub-36,DeCon,VM,80.2,weighted_average,2
sub-36,mni,VM,75.0,weighted_average,2
sub-37,DeCon,VMFB,91.3,weighted_average,2
sub-37,mni,VMFB,75.0,weighted_average,2
sub-38,DeCon,VM,88.05,weighted_average,2
sub-38,mni,VM,75.0,weighted_average,2
sub-39,DeCon,VMFB,87.5,weighted_average,2
sub-39,mni,VMFB,75.0,weighted_average,2
sub-40,DeCon,PropFB,85.725,weighted_average,2
sub-40,DeCon,PropFB,86.15,weighted_average,2
sub-40,mni,PropFB,75.0,weighted_average,2
sub-40,mni,PropFB,75.0,weighted_average,2
sub-42,DeCon,Prop,86.775,weighted_average,2
sub-42,mni,Prop,75.0,weighted_average,2
sub-43,DeCon,Prop,84.375,weighted_average,2
sub-43,mni,Prop,75.0,weighted_average,2
sub-44,DeCon,VMFB,88.15,weighted_average,2
sub-44,mni,VMFB,75.0,weighted_average,2
sub-49,DeCon,PropFB,90.9,weighted_average,2
sub-49,mni,PropFB,75.0,weighted_average,2
sub-52,DeCon,VM,84.375,weighted_average,2
sub-52,mni,VM,75.0,weighted_average,2
sub-54,DeCon,VM,88.825,weighted_average,2
sub-54,mni,VM,75.0,weighted_average,2
sub-58,DeCon,Prop,88.55,weighted_average,2
sub-58,mni,Prop,75.0,weighted_average,2
sub-60,DeCon,VMFB,89.275,weighted_average,2
sub-60,mni,VMFB,75.0,weighted_average,2
sub-65,DeCon,PropFB,87.975,weighted_average,2
sub-65,mni,PropFB,75.0,weighted_average,2
sub-69,DeCon,VM,89.275,weighted_average,2
sub-69,mni,VM,75.0,weighted_average,2
sub-71,DeCon,Prop,89.95,weighted_average,2
sub-71,mni,Prop,75.0,weighted_average,2
sub-73,DeCon,VM,83.0,weighted_average,2
sub-73,mni,VM,75.0,weighted_average,2
sub-74,DeCon,VM,88.8,weighted_average,2
sub-74,mni,VM,75.0,weighted_average,2
sub-75,DeCon,PropFB,88.325,weighted_average,2
sub-75,mni,PropFB,75.0,weighted_average,2
sub-76,DeCon,VMFB,85.6,weighted_average,2
sub-76,mni,VMFB,75.0,weighted_average,2
sub-77,DeCon,VM,91.25,weighted_average,2
sub-77,mni,VM,75.0,weighted_average,2
sub-01,DeCon,PropFB,89.60000000000001,weighted_average,5
sub-01,mni,PropFB,78.575,weighted_average,5
sub-10,DeCon,PropFB,82.0,weighted_average,5
sub-10,mni,PropFB,77.875,weighted_average,5
sub-11,DeCon,Prop,88.89999999999999,weighted_average,5
sub-11,mni,Prop,84.125,weighted_average,5
sub-12,DeCon,Prop,89.69999999999999,weighted_average,5
sub-12,mni,Prop,81.125,weighted_average,5
sub-13,DeCon,PropFB,83.74999999999999,weighted_average,5
sub-13,mni,PropFB,80.275,weighted_average,5
sub-14,DeCon,VM,88.45,weighted_average,5
sub-14,mni,VM,83.8,weighted_average,5
sub-15,DeCon,VMFB,87.975,weighted_average,5
sub-15,mni,VMFB,87.15,weighted_average,5
sub-16,DeCon,VM,88.225,weighted_average,5
sub-16,mni,VM,80.55,weighted_average,5
sub-17,DeCon,VMFB,88.5,weighted_average,5
sub-17,mni,VMFB,87.85,weighted_average,5
sub-18,DeCon,Prop,91.175,weighted_average,5
sub-18,mni,Prop,85.4,weighted_average,5
sub-19,DeCon,PropFB,90.0,weighted_average,5
sub-19,mni,PropFB,81.25,weighted_average,5
sub-27,DeCon,Prop,87.5,weighted_average,5
sub-27,mni,Prop,85.0,weighted_average,5
sub-28,DeCon,VMFB,86.07499999999999,weighted_average,5
sub-28,mni,VMFB,69.9,weighted_average,5
sub-29,DeCon,Prop,86.45,weighted_average,5
sub-29,DeCon,Prop,86.775,weighted_average,5
sub-29,mni,Prop,86.44999999999999,weighted_average,5
sub-29,mni,Prop,75.0,weighted_average,5
sub-30,DeCon,VMFB,85.475,weighted_average,5
sub-30,mni,VMFB,75.0,weighted_average,5
sub-31,DeCon,VM,91.1,weighted_average,5
sub-31,mni,VM,75.0,weighted_average,5
sub-32,DeCon,VMFB,88.75,weighted_average,5
sub-32,mni,VMFB,75.0,weighted_average,5
sub-33,DeCon,PropFB,78.05,weighted_average,5
sub-33,mni,PropFB,75.0,weighted_average,5
sub-34,DeCon,Prop,89.575,weighted_average,5
sub-34,mni,Prop,75.0,weighted_average,5
sub-35,DeCon,VMFB,81.475,weighted_average,5
sub-35,mni,VMFB,75.0,weighted_average,5
sub-36,DeCon,VM,83.325,weighted_average,5
sub-36,mni,VM,75.0,weighted_average,5
sub-37,DeCon,VMFB,92.4,weighted_average,5
sub-37,mni,VMFB,75.0,weighted_average,5
sub-38,DeCon,VM,92.4,weighted_average,5
sub-38,mni,VM,75.0,weighted_average,5
sub-39,DeCon,VMFB,87.5,weighted_average,5
sub-39,mni,VMFB,75.0,weighted_average,5
sub-40,DeCon,PropFB,88.1,weighted_average,5
sub-40,DeCon,PropFB,88.42500000000001,weighted_average,5
sub-40,mni,PropFB,75.0,weighted_average,5
sub-40,mni,PropFB,75.0,weighted_average,5
sub-42,DeCon,Prop,88.225,weighted_average,5
sub-42,mni,Prop,75.0,weighted_average,5
sub-43,DeCon,Prop,86.45,weighted_average,5
sub-43,mni,Prop,75.0,weighted_average,5
sub-44,DeCon,VMFB,93.425,weighted_average,5
sub-44,mni,VMFB,75.0,weighted_average,5
sub-49,DeCon,PropFB,91.65,weighted_average,5
sub-49,mni,PropFB,75.0,weighted_average,5
sub-52,DeCon,VM,85.425,weighted_average,5
sub-52,mni,VM,75.0,weighted_average,5
